,bn_pt,m,n,method_1,method_2,ratio
589,18,5,2,apm,itv,0.5327413096523861
590,18,5,2,itv,bnw,0.5483419336773471
591,18,5,3,bnw,apm,0.8305932237289492
592,18,5,3,apm,itv,0.8221528861154446
593,18,5,3,itv,bnw,0.6794671786871475
594,18,5,4,bnw,apm,0.6677467098683947
595,18,5,4,apm,itv,0.7839913596543862
596,18,5,4,itv,bnw,0.7239489579583184
597,18,5,5,bnw,apm,0.922156886275451
598,18,5,5,apm,itv,0.9771190847633905
599,18,5,5,itv,bnw,0.9077963118524741
600,19,1,1,bnw,apm,0.9869594783791351
601,19,1,1,apm,itv,0.9955598223928958
602,19,1,1,itv,bnw,0.9845993839753591
603,19,1,2,bnw,apm,0.5370214808592344
604,19,1,2,apm,itv,0.7436697467898716
605,19,1,2,itv,bnw,0.4424176967078683
606,19,1,3,bnw,apm,0.37557502300092005
607,19,1,3,apm,itv,0.9791991679667187
608,19,1,3,itv,bnw,0.36169446777871117
609,19,1,4,bnw,apm,0.8105124204968198
610,19,1,4,apm,itv,0.9933197327893116
611,19,1,4,itv,bnw,0.8063522540901636
612,19,1,5,bnw,apm,0.5663426537061482
613,19,1,5,apm,itv,0.9910796431857274
614,19,1,5,itv,bnw,0.5595423816952678
615,19,2,1,bnw,apm,0.5370214808592344
616,19,2,1,apm,itv,0.7436697467898716
617,19,2,1,itv,bnw,0.4424176967078683
618,19,2,2,bnw,apm,0.9577583103324133
619,19,2,2,apm,itv,0.9947197887915517
620,19,2,2,itv,bnw,0.952478099123965
621,19,2,3,bnw,apm,0.5820232809312372
622,19,2,3,apm,itv,0.750030001200048
623,19,2,3,itv,bnw,0.5166206648265931
624,19,2,4,bnw,apm,0.6751470058802352
625,19,2,4,apm,itv,0.7901916076643065
626,19,2,4,itv,bnw,0.48617944717788714
627,19,2,5,bnw,apm,0.7303492139685588
628,19,2,5,apm,itv,0.9787191487659507
629,19,2,5,itv,bnw,0.7108684347373895
630,19,3,1,bnw,apm,0.37557502300092005
631,19,3,1,apm,itv,0.9791991679667187
632,19,3,1,itv,bnw,0.36169446777871117
633,19,3,2,bnw,apm,0.5820232809312372
634,19,3,2,apm,itv,0.750030001200048
635,19,3,2,itv,bnw,0.5166206648265931
636,19,3,3,bnw,apm,0.9715588623544942
637,19,3,3,apm,itv,0.9959598383935357
638,19,3,3,itv,bnw,0.969038761550462
639,19,3,4,bnw,apm,0.561782471298852
640,19,3,4,apm,itv,0.7824312972518901
641,19,3,4,itv,bnw,0.44601784071362854
642,19,3,5,bnw,apm,0.7476699067962719
643,19,3,5,apm,itv,0.9650386015440617
644,19,3,5,itv,bnw,0.7249489979599184
645,19,4,1,bnw,apm,0.8105124204968198
646,19,4,1,apm,itv,0.9933197327893116
647,19,4,1,itv,bnw,0.8063522540901636
648,19,4,2,bnw,apm,0.6751470058802352
649,19,4,2,apm,itv,0.7901916076643065
650,19,4,2,itv,bnw,0.48617944717788714
651,19,4,3,bnw,apm,0.561782471298852
652,19,4,3,apm,itv,0.7824312972518901
653,19,4,3,itv,bnw,0.44601784071362854
654,19,4,4,bnw,apm,0.9618384735389416
655,19,4,4,apm,itv,0.983319332773311
656,19,4,4,itv,bnw,0.9480379215168607
657,19,4,5,bnw,apm,0.6463058522340893
658,19,4,5,apm,itv,0.8738349533981359
659,19,4,5,itv,bnw,0.5803832153286131
660,19,5,1,bnw,apm,0.5663426537061482
661,19,5,1,apm,itv,0.9910796431857274
662,19,5,1,itv,bnw,0.5595423816952678
663,19,5,2,bnw,apm,0.7303492139685588
664,19,5,2,apm,itv,0.9787191487659507
665,19,5,2,itv,bnw,0.7108684347373895
666,19,5,3,bnw,apm,0.7476699067962719
667,19,5,3,apm,itv,0.9650386015440617
668,19,5,3,itv,bnw,0.7249489979599184
669,19,5,4,bnw,apm,0.6463058522340893
670,19,5,4,apm,itv,0.8738349533981359
671,19,5,4,itv,bnw,0.5803832153286131
672,19,5,5,bnw,apm,0.9433177327093084
673,19,5,5,apm,itv,0.9731189247569902
674,19,5,5,itv,bnw,0.9271970878835153
675,20,1,1,bnw,apm,0.9903196127845114
676,20,1,1,apm,itv,0.9954398175927037
677,20,1,1,itv,bnw,0.9920796831873275
678,20,1,2,bnw,apm,0.6649465978639145
679,20,1,2,apm,itv,0.9010760430417216
680,20,1,2,itv,bnw,0.6502260090403617
681,20,1,3,bnw,apm,0.8298331933277331
682,20,1,3,apm,itv,0.7741109644385775
683,20,1,3,itv,bnw,0.6079843193727749
684,20,1,4,bnw,apm,0.5283811352454099
685,20,1,4,apm,itv,0.9926797071882876
686,20,1,4,itv,bnw,0.5239409576383055
687,20,1,5,bnw,apm,0.5729829193167727
688,20,1,5,apm,itv,0.9901996079843194
689,20,1,5,itv,bnw,0.5653426137045482
690,20,2,1,bnw,apm,0.6649465978639145
691,20,2,1,apm,itv,0.9010760430417216
692,20,2,1,itv,bnw,0.6502260090403617
693,20,2,2,bnw,apm,0.9772790911636465
694,20,2,2,apm,itv,0.9947997919916797
695,20,2,2,itv,bnw,0.9737589503580143
696,20,2,3,bnw,apm,0.4909396375855034
697,20,2,3,apm,itv,0.6269850794031762
698,20,2,3,itv,bnw,0.43205728229129164
699,20,2,4,bnw,apm,0.5912636505460218
700,20,2,4,apm,itv,0.7367894715788632
701,20,2,4,itv,bnw,0.5375015000600024
702,20,2,5,bnw,apm,0.5011400456018241
703,20,2,5,apm,itv,0.9162366494659786
704,20,2,5,itv,bnw,0.4711388455538221
705,20,3,1,bnw,apm,0.8298331933277331
706,20,3,1,apm,itv,0.7741109644385775
707,20,3,1,itv,bnw,0.6079843193727749
708,20,3,2,bnw,apm,0.4909396375855034
709,20,3,2,apm,itv,0.6269850794031762
710,20,3,2,itv,bnw,0.43205728229129164
711,20,3,3,bnw,apm,0.9876795071802872
712,20,3,3,apm,itv,0.9965198607944318
713,20,3,3,itv,bnw,0.984239369574783
714,20,3,4,bnw,apm,0.44781791271650867
715,20,3,4,apm,itv,0.7712308492339693
716,20,3,4,itv,bnw,0.3708148325933037
717,20,3,5,bnw,apm,0.9361174446977879
718,20,3,5,apm,itv,0.9769590783631346
719,20,3,5,itv,bnw,0.9181167246689868
720,20,4,1,bnw,apm,0.5283811352454099
721,20,4,1,apm,itv,0.9926797071882876
722,20,4,1,itv,bnw,0.5239409576383055
723,20,4,2,bnw,apm,0.5912636505460218
724,20,4,2,apm,itv,0.7367894715788632
725,20,4,2,itv,bnw,0.5375015000600024
726,20,4,3,bnw,apm,0.44781791271650867
727,20,4,3,apm,itv,0.7712308492339693
728,20,4,3,itv,bnw,0.3708148325933037
729,20,4,4,bnw,apm,0.9611984479379175
730,20,4,4,apm,itv,0.9769590783631346
731,20,4,4,itv,bnw,0.9523180927237089
732,20,4,5,bnw,apm,0.6607864314572582
733,20,4,5,apm,itv,0.8732749309972399
734,20,4,5,itv,bnw,0.593583743349734
735,20,5,1,bnw,apm,0.5729829193167727
736,20,5,1,apm,itv,0.9901996079843194
737,20,5,1,itv,bnw,0.5653426137045482
738,20,5,2,bnw,apm,0.5011400456018241
739,20,5,2,apm,itv,0.9162366494659786
740,20,5,2,itv,bnw,0.4711388455538221
741,20,5,3,bnw,apm,0.9361174446977879
742,20,5,3,apm,itv,0.9769590783631346
743,20,5,3,itv,bnw,0.9181167246689868
744,20,5,4,bnw,apm,0.6607864314572582
745,20,5,4,apm,itv,0.8732749309972399
746,20,5,4,itv,bnw,0.593583743349734
747,20,5,5,bnw,apm,0.9515580623224928
748,20,5,5,apm,itv,0.9925197007880315
749,20,5,5,itv,bnw,0.9440777631105244
